FIXED - epsilon = 0.1;
        gamma = 0.98;
        alpha = 0.6;


[Log] Agent Object Initialized (agent.js, line 8)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 64 totalScore 123 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 9 StepCount 65 totalScore 128 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 66 totalScore 129 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 67 totalScore 130 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 68 totalScore 130 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 69 totalScore 130 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 70 totalScore 131 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 71 totalScore 131 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 9 StepCount 72 totalScore 133 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 73 totalScore 134 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 74 totalScore 134 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 75 totalScore 134 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 76 totalScore 134 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 77 totalScore 134 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 78 totalScore 135 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 79 totalScore 136 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 9 StepCount 80 totalScore 142 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 9 StepCount 81 totalScore 145 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 82 totalScore 145 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 83 totalScore 145 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 8 BEST SCORE SO FAR 9 StepCount 84 totalScore 153 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 9 StepCount 85 totalScore 155 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 86 totalScore 155 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 87 totalScore 155 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 88 totalScore 156 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 89 totalScore 156 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 9 StepCount 90 totalScore 158 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 9 StepCount 91 totalScore 162 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 9 StepCount 92 totalScore 164 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 9 StepCount 93 totalScore 166 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 94 totalScore 167 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 95 totalScore 167 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 96 totalScore 168 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 97 totalScore 168 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 98 totalScore 169 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 9 StepCount 99 totalScore 171 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 100 totalScore 172 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 101 totalScore 172 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 102 totalScore 173 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 9 StepCount 103 totalScore 174 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 9 StepCount 104 totalScore 179 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 8 BEST SCORE SO FAR 9 StepCount 105 totalScore 187 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 9 StepCount 106 totalScore 191 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 107 totalScore 191 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 9 StepCount 108 totalScore 195 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 9 StepCount 109 totalScore 195 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 10 BEST SCORE SO FAR 10 StepCount 110 totalScore 205 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 10 StepCount 111 totalScore 206 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 10 StepCount 112 totalScore 208 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 10 StepCount 113 totalScore 210 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 10 StepCount 114 totalScore 211 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 10 StepCount 115 totalScore 212 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 10 StepCount 116 totalScore 212 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 10 StepCount 117 totalScore 212 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 8 BEST SCORE SO FAR 10 StepCount 118 totalScore 220 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 10 StepCount 119 totalScore 222 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 10 StepCount 120 totalScore 226 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 10 StepCount 121 totalScore 232 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 10 StepCount 122 totalScore 232 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 10 StepCount 123 totalScore 232 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 8 BEST SCORE SO FAR 10 StepCount 124 totalScore 240 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 10 StepCount 125 totalScore 243 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 10 StepCount 126 totalScore 244 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 10 StepCount 127 totalScore 244 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 10 BEST SCORE SO FAR 10 StepCount 128 totalScore 254 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 10 StepCount 129 totalScore 260 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 10 StepCount 130 totalScore 261 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 10 StepCount 131 totalScore 264 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 10 StepCount 132 totalScore 265 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 10 StepCount 133 totalScore 266 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 10 StepCount 134 totalScore 266 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 10 StepCount 135 totalScore 269 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 12 BEST SCORE SO FAR 12 StepCount 136 totalScore 281 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 12 StepCount 137 totalScore 282 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 12 StepCount 138 totalScore 283 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 12 StepCount 139 totalScore 284 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 12 StepCount 140 totalScore 289 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 141 totalScore 289 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 12 StepCount 142 totalScore 291 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 12 StepCount 143 totalScore 296 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 144 totalScore 296 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 12 StepCount 145 totalScore 302 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 12 StepCount 146 totalScore 307 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 147 totalScore 307 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 12 StepCount 148 totalScore 308 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 149 totalScore 308 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 12 StepCount 150 totalScore 309 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 12 StepCount 151 totalScore 310 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 7 BEST SCORE SO FAR 12 StepCount 152 totalScore 317 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 12 StepCount 153 totalScore 320 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 12 StepCount 154 totalScore 322 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 12 StepCount 155 totalScore 328 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 12 StepCount 156 totalScore 330 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 157 totalScore 330 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 158 totalScore 330 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 12 StepCount 159 totalScore 332 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 160 totalScore 332 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 12 StepCount 161 totalScore 336 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 162 totalScore 336 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 12 StepCount 163 totalScore 338 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 12 StepCount 164 totalScore 339 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 12 StepCount 165 totalScore 339 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 16 BEST SCORE SO FAR 16 StepCount 166 totalScore 355 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 167 totalScore 359 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 168 totalScore 360 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 169 totalScore 360 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 170 totalScore 362 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 171 totalScore 364 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 172 totalScore 369 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 173 totalScore 369 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 174 totalScore 370 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 175 totalScore 370 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 176 totalScore 371 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 177 totalScore 371 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 178 totalScore 371 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 179 totalScore 371 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 180 totalScore 371 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 181 totalScore 372 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 182 totalScore 376 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 183 totalScore 379 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 184 totalScore 379 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 185 totalScore 380 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 186 totalScore 381 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 187 totalScore 382 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 5 BEST SCORE SO FAR 16 StepCount 188 totalScore 387 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 189 totalScore 388 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 190 totalScore 388 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 191 totalScore 391 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 192 totalScore 392 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 193 totalScore 394 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 194 totalScore 398 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 195 totalScore 398 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 196 totalScore 402 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 197 totalScore 402 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 15 BEST SCORE SO FAR 16 StepCount 198 totalScore 417 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 199 totalScore 417 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 200 totalScore 418 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 201 totalScore 419 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 202 totalScore 419 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 203 totalScore 421 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 204 totalScore 421 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 205 totalScore 424 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 206 totalScore 426 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 207 totalScore 426 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 208 totalScore 426 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 209 totalScore 432 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 210 totalScore 432 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 211 totalScore 432 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 212 totalScore 432 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 213 totalScore 432 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 0 BEST SCORE SO FAR 16 StepCount 214 totalScore 432 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 9 BEST SCORE SO FAR 16 StepCount 215 totalScore 441 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 4 BEST SCORE SO FAR 16 StepCount 216 totalScore 445 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 6 BEST SCORE SO FAR 16 StepCount 217 totalScore 451 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 1 BEST SCORE SO FAR 16 StepCount 218 totalScore 452 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 3 BEST SCORE SO FAR 16 StepCount 219 totalScore 455 (index.js, line 328)
[Log] GAME STOPPED CURRENT SCORE 2 BEST SCORE SO FAR 16 StepCount 220 totalScore 457 (index.js, line 328)
